,Unnamed: 0,id,tweet,subtask_a
1652,1653,87045,"@USER Men frøerne sagde, at det ikke var et Muzzie-terrioristangreb.",OFF
1653,1654,33856,@USER Kan du forestille dig at være gift med den skøre b # tch? Gode Gud!,OFF
1654,1655,94241,"@USER @USER liberale er nødt til at gå i 2019, da de er så over deres hoveder Fattige leder og endnu dårligere rådgivere",OFF
1655,1656,48939,"@USER Udtrykket parasit &quot;er nu føjet til min liste over&quot; fuck you &quot;-udtryk, som også inkluderer udtrykket&quot; widget &quot;.&quot;",OFF
1656,1657,53458,"@USER @USER At vælge hjerteløs politikere over dit forfædres land. Taler, hvor du er.",OFF
1659,1660,96697,"@USER Gå ud som Seinfeld, og afslut serien, mens den er varm! Jk turrer du ikke. Dette er bedre at have en 50 udgiftsplan.",OFF
1660,1661,47962,"@USER Hvis du leder efter hårde hoveder, skal du kun se på den republikanske kongres",OFF
1663,1664,35505,"@USER Kavanaugh er nødt til at stoppe med at lyve ... Jeg mener, at denne kvindes konto er troværdig, og han vil ikke være i stand til at undvige den.",OFF
1665,1666,99194,"@USER Og de siger, at Rusland er hackerne .. Hmmm ...",OFF
1666,1667,45788,&lt;Guds valgte leder &quot;min røv! Fuck kristne konservative !!!&gt; Baptistpræsten Brian Kaylor hævder Sarah Huckabee Sanders løgne for at forsvare URL &#39;Guds valgte leder&#39; URL,OFF
1668,1669,37252,@USER U en dårlig tæve nu lol,OFF
1675,1676,85538,"@USER @USER @USER @USER Tro alle kvinder, også dem, der ikke engang kan tilbyde nogen specifikke detaljer. &quot;&quot; Disse andre kvinder er løgnere! &quot;Jeg ved, at liberale er hyklere, men prøv at forblive konsistente gennem mindst en begivenhed. &quot;",OFF
1679,1680,15823,@USER @USER Du vil blive stemt alle sammen Du skøre flagermus ...,OFF
1682,1683,23507,@USER Nigga vi skal i næste uge,OFF
1684,1685,77343,@USER @USER Denne fluffy jævel. URL,OFF
1692,1693,81230,@USER konservative stemme NU! Fed med dumhed!,OFF
1693,1694,31404,@USER @USER Der betales sikkerhed for at beskytte dig mod skrald og skør mennesker,OFF
1697,1698,65143,Hvordan fungerer dette #MAGA ...?!? Er dette vores skattemæssige dollars på arbejde ...?!? URL,OFF
1711,1712,59746,"@USER @USER @USER @USER @USER @USER Held og lykke med det! Jeg følger ikke med fascister som #resist-bevægelsen og deres æble- og googleherrer. Jeg ved, hvad der skete i ww2 og dets retorik, de bruger, der sætter os der. Jeg har ikke brug for en GUD &quot;for at se hadet spydt fra #Antifa, og hvordan det er forkert.&quot;",OFF
1715,1716,18560,Bias Blockers: De nye briller lavet til #MAGA racister og homofober - SE URL URL,OFF
1716,1717,64496,@USER Gutierrez: Folk døde i Puerto Rico Fordi Gutierrez er en racistisk latinamerikansk.,OFF
1720,1721,15694,@USER @USER @USER Tag venligst John Harwood&#39;s pen væk. Han er ude af stand til uvildig rapportering.,OFF
1722,1723,54753,@USER Gale freaking liberale,OFF
1727,1728,24918,"2 timer ved midnat og hun sagde, at hun ikke er en opkaldspige? -Awkward!",OFF
1732,1733,77843,"@USER Chokerende. Overvej, at det meste af landet ønsker smart pistolkontrol. Ikke det vilde vilde vest som du taler om.",OFF
1737,1738,16882,"@USER Alle i Washington, inklusive John Heinz, bliver afdækket som de korrupte eliter, de er ... Som kakerlakker, der løber fra lyset.",OFF
1740,1741,70473,"@USER @USER @USER Han er sådan en arrogant kryb ... mener, at han er Guds gave til politik",OFF
1743,1744,73201,@USER Fuck me far,OFF
1749,1750,88054,@USER @USER INGEN RIKTIG AMERIKAN VIL SE DENNE HÅND,OFF
1751,1752,90696,"#qanon LIBERALER ER LIKE AABER, KENDER DERES EGNE DIT ELLER",OFF
1752,1753,18102,@USER @USER @USER @USER Du har glemt at tagge din Bulletproof bullshit mate @USER. Du blev suget ind i virvelen Tom og nu drikker du al koolaid.,OFF
1754,1755,48823,"@USER Autoritarisme er skræmmende og destruktiv. Lige nu er de konservative autoritære neo-liberale. Fascismen er højrefløj, ikke venstreorienteret. Centrist politik for at privatisere fortjeneste, men at belaste skatteyderne med alle risici er en dårlig aftale, og hvorfor centrisme &quot;er upopulær.&quot;",OFF
1756,1757,10653,"@USER @USER @USER Det er en sort, der refererer til en gruppe. Markant anderledes end velhavende hvide mennesker, der kalder Ben Carson eller enhver anden fremtrædende konservativ det udtryk. Jeg tænker mere på ting som dette: URL Antifa n ord &quot;er en ganske frugtbar søgning.&quot;",OFF
1758,1759,31714,@USER Konservative fortsætter med at fordoble sig ved at være forfærdelige mennesker.,OFF
1764,1765,28857,@USER Gorgeous! Og de bryster er KILLER! ❤️,OFF
1766,1767,82457,"@USER Han er i det mindste ikke en feje som dig. Hvad er din platform? Hvor er din donorliste? #BernierNation Det er tid, konservativer gjorde det rigtige.",OFF
1767,1768,64837,"@USER ANTIFA? Som i anti-fascisme? Fanden, hvem ville ikke have det i Amerika? Måske vores forfædre, der bekæmpede nazierne i ww2?",OFF
1768,1769,65338,"@USER Det er en skam, og @USER er i fare for at implodere, hvis de ikke fjerner @USER",OFF
1772,1773,55571,"@USER Start med at forklare, hvorfor du synes, han er dum i stedet for at skrive et spørgsmål, der leder efter opmærksomhed.",OFF
1774,1775,91012,"@USER. @ USER, du er det perfekte eksempel på, hvorfor amerikanere foragter løgne liberale. Ulækkert",OFF
1777,1778,30524,@USER @USER Hurtig preview-oversigt: Blame Democrats Blame Obama Blame gun control Blame blacks (passively) Blame Democrats,OFF
1778,1779,67694,@USER Din så korrekt! Venstre er så let at finde ud af! Gør Amerika godt igen Slip af med All liberal Woman,OFF
1779,1780,77415,"@USER @USER @USER Flyt til Nordkorea, hvor du finder al den undertrykkende autoritære pistolkontrol, du ønsker. Ethvert af disse andre lande med lavt pistolbesiddelse bør også arbejde for dig. Held og lykke! URL",OFF
1782,1783,15954,"@USER Ja, glæde @USER? .... Du var ved at sige seks og et halvt år? &quot;Fordi det er korrekt, din sociopat. Du er&quot; fast med denne @USER, &quot;i det følgende SIX - &amp; - EN -HALV-ÅR. # MAGA2KAG @USER 🇺🇸 # vinde &quot;",OFF
1783,1784,77651,"@USER Hun skulle begynde at knæde inden kampe og tale om, hvor undertrykt hun er. Det kommer dybt i Amerika med alle de BS, som de liberale nødder kaster op",OFF
1790,1791,66714,"@USER nej hun mumlede jeg kunne ikke høre lort, hun bogstaveligt talt talte med håndsskilte",OFF
1791,1792,54373,@USER hell0! Hvilket smukt syn at se antifa-skummet blive slået ned og arresteret!,OFF
1792,1793,91642,"1. Hvis din virksomhed gør det - suger din virksomhed. 2. Hvis du ikke ved, hvordan man omgår slå den - er du en sugende han: D",OFF
1793,1794,62041,"@USER @USER @USER Nå, det kommer til at sende de falske producenter af main stream-medier og de venstre liberale og magterne bag dem nukleare. Utroligt magtfuldt verdensskiftende øjeblik i menneskehedens historie. #qanon det er alt, hvad vi har fået at vide at forvente! # WWG1WGA #MAGA #MBGA",OFF
1794,1795,10540,@USER @USER @USER Det var en uenighed mellem en fucking umpire og en spiller! Det var ikke voldeligt!,OFF
1797,1798,15790,@USER Kan denne fyr blive lavere? En af de dummeste mennesker i vores land! Hvordan stemte nogen i Arizona for denne idiot?,OFF
1802,1803,49515,@USER @USER Hun er en løgner og sandsynligvis på Soros lønningsliste,OFF
1804,1805,88918,"@USER Etablering turd 💩! Konservative har en meget bedre hukommelse end liberale !! Vi har ikke øjne fulde af hykleri, der blinder os !! URL",OFF
1807,1808,48035,"... Vi kan ikke længere sidde på sidelinjen og forblive tavse om dette spørgsmål. &quot;- Chip Bergh, administrerende direktør @USER Dette er, hvordan #PeopleOverProfits ser ud. 👏 URL",OFF
1812,1813,48544,"@USER Min favoritdel er, hvor venstre-læge mennesker siger, at vi skal tro på alle beskyldninger til pålydende værdi, når det kommer til seksuel misforhold, men ikke når det kommer til Keith Ellison. Jeg er også en buddhist, der er skeptisk, tak for at tilføje alle de konservative er kristen &quot;stereotype.&quot;",OFF
1823,1824,92958,"@USER en anden dommer, der først beskylder værktøjet og derefter ønsker at gøre dem farlige for den legitime bruger gætte vi ved, hvor han er på pistolkontrol UD FOR AT LUNCH din ære sir!",OFF
1826,1827,73006,"@USER fucking løgner, hun var glad for at spille kate nash, da du spurgte hende",OFF
1828,1829,82522,"@USER Venstre er fulde af $ # t, når de siger, at de har en masse kærlighed at give! De er blevet djævlerne. Ingen vil bede for at stemme for deres socialistiske dagsorden!",OFF
1830,1831,29024,@USER Hahaha goofball taber penge og er stadig for dum at vide hvorfor ..,OFF
1831,1832,43641,"#cancelsouthpark De var liberale, da du stadig sugede på din mammas titte på den anden træstamme.",OFF
1833,1834,49032,"@USER @USER Du er bare en anden liberal bonde, der bruges af demokraterne i et forsøg på at afspore Kavanaugh&#39;s bekræftelse. Jeg tror ikke et ord på det. Du og dine liberale venner er en fjende af staten. Bare forlad Amerika. Vi vil have det bedre uden mennesker som dig. 🚫Liberals",OFF
1835,1836,55827,@USER Fake Queen!,OFF
1838,1839,87555,"@USER Hvorfor taler du ikke imod de uretfærdigheder, der stadig sker for Windrush-generationen / sorte briter, hvis poster Theresa May ødelagde som minister for hjemmet, og som hun nu deporterer som premierminister? #InstitutionalRacism",OFF
1841,1842,39256,@USER Det var en neglebitter,OFF
1852,1853,42557,"@USER @USER @USER Nye våbenkontrollover er spild af tid og energi, som bedre bruges til at holde disse værdiløse politikere ansvarlige for deres afslag på at håndhæve de nuværende love. Hvorfor oprette flere love, som de aldrig vil håndhæve?",OFF
1854,1855,97612,"@USER Du er et stykke lort for at sige, at FEMA havde succes med at hjælpe Puerto Rico efter orkanen Maria. 3000 mennesker døde. Tror du det er vellykket? Du har virkelig ingen sjæl. Du er et forfærdeligt forfærdeligt menneske. Jeg tror ikke engang, at du er menneskelig. FUCK DU !!!",OFF
1857,1858,57632,"@USER @USER @USER @USER Det, du laver, er så uansvarligt &amp; jeg tror, at du er smart nok til at forstå, hvor ond du er. Hvis FBI eller JD havde et plan for at forhindre DT, var alt det, de havde at gøre, lække &quot;til pressen, som han blev undersøgt. De gjorde ikke noget. U ved, at du tager fejl, det er ondt!&quot;",OFF
1858,1859,82582,@USER @USER liberale er ret det værste,OFF
1861,1862,79688,"@USER Du er ikke en ordentlig landspige, hvis en smule mudder fryder dig!",OFF
1862,1863,26346,@USER Moore blev lige valgt til Don igen. Venstre lærer aldrig. Han er mere uløselig end Trump,OFF
1863,1864,40756,@USER Disse fejer er ikke klar .. #MAGA 🇺🇸,OFF
1864,1865,63761,"@USER @USER @USER Jeg kunne ikke se det henviste til tv-segmentet, og jeg støtter ikke svaret, men det er meget nemt at se, hvordan du som race-agn kan få frem de følelser, du prøver på , fremkalder. Det er uheldigt, at UR er villige til at ofre sorte mennesker for at gøre dig til en sådan stor mand &quot;.&quot;",OFF
1865,1866,21017,@USER Niggas siger noget,OFF
1867,1868,62787,"@USER ser jeg. Det er en forbandelse, hvor vildfarende han er. Han skal være den værste. Endnu mere end de Boston Ben er",OFF
1870,1871,69271,"@USER lort !! Jeg rejste for lidt siden for at få mad, men hvis du stadig er der, falder jeg ned med alt det papir, dit hjerte ønsker!",OFF
1872,1873,10507,"@USER Hun er også tyk som lort på trods af sin flot, sindige stemme &quot;på QT, da&quot; flygtningekrisen &quot;var på sit højdepunkt, sagde hun, at de skulle komme ind, fordi der kan være kirurger og tandlæger blandt dem. Fecking leftie lunatic. # ScruffBag&quot;",OFF
1875,1876,39364,"Trumpisme &quot;går så godt, at du sammen med alle dine liberale venner følte behov for at prøve at skride det! Folk er ikke dumme, som du formoder. #RedWaveRising #MAGA &amp; # KAG2018 URL",OFF
1878,1879,81242,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Jeg er sikker på, at det bare er al demokratisk politisk løn for spil",OFF
1879,1880,16462,@USER censurerede netop @USER #Qanon-varen. Virkelig Zazzle? I mellemtiden er kommunisme og Antifa-handel tilladt på dit websted. USA&#39;s forfatning betyder intet for dig? Godt klaret. @USER tid til at tage vores varer andre steder. # WWG1WGA URL,OFF
1881,1882,10670,"(Albert) Konservative spreder løgnen, som Anderson Cooper forfalskede en orkan ... URL",OFF
1885,1886,97695,AntiFa-fascister og socialister er den samme ...... tid til at reagere! URL,OFF
1888,1889,26274,"@USER @USER Amerikanerne har brug for mere pistolkontrol, hvilket betyder at ramme dit mål. Kan aldrig have så meget rækkevidde. ☺😊",OFF
1889,1890,16868,"@USER @USER @USER Nej, men det er jeg også. Du er sjove. Ikke på en god måde.",OFF
1893,1894,51995,"@USER Hvad der var magtmisbrug var al den crap, du og Hussein-banden trak ud. Dit store bidrag var den hurtige og rasende kapher til at bringe pistolkontrol i strid med det 2. ændringsforslag. Men rol ikke. Retfærdighed kommer for dig og Barrys forbandelse.",OFF
1898,1899,74733,@USER Fairness ?? Hvad med at være retfærdig over for den demokratiske proces i denne republik ??? Alt dette er en skammelig forsinkelse af afstemningen. Skammeligt. #DrainTheDeepState #DrainTheDeepStateSwamp #maga,OFF
1902,1903,24276,"@USER, og det er sjovt, da obama begyndte at tale om skydning af pistolkontrol begyndte at ske. Korrelation - bestemt.",OFF
1907,1908,70272,"@USER @USER Reaktionen fra nogle konservative var hurtig og appellerede direkte til mandlig frygt og mandlige interesser. &quot;- Hvis mænd efter 50 år kan komme med præsternes seksuelle overfald, hvorfor kan ikke kvinder, især hvis personen beskyldt vil være SC DOMMER &amp; blive ved evigt &quot;",OFF
1908,1909,32082,"@USER @USER Problemet er, at Trump spiller Dems mod Repubs, og han er ingen af dem. Trump er autoritær. For Trump er der ingen tilbøjelighed. Hans mål er at trylle frem had. Han har været en del af Amerikas under maven hele sit liv og bragt det til WH.",OFF
1911,1912,33714,@USER Hun er en svag rotte af en kvinde.,OFF
1915,1916,29481,"@USER Vær klar !! Vær forberedt!! Fordi Trump-administrationen ikke kommer til at gøre noget lort, hvis du bliver ramt !! Nå .. hvis det er et hvidt amt er du god .. udkig Randolph amt !! Skjul dine børn !! Skjul dine koner !!",OFF
1917,1918,39784,"@USER @USER Håber du har ret i den sidste del. Men jeg har lært, at det er meningsløst at undervurdere dumheden hos TX-konservative.",OFF
1918,1919,94856,"@USER De bygger og skjuler stadig nukes, men ja, dine pops spillede som den udiot, han er.",OFF
1926,1927,49280,"@USER @USER @USER Race har intet at gøre med det. Enten er du falske MAGA eller uvidende, uanset hvordan du nu er blokeret.",OFF
1927,1928,68826,@USER @USER BRUH DETTE ??? LMAOOO,OFF
1928,1929,98282,"05.10. Stadig en mængde i Queens Park, der protesterede for de konservative midt i nattens magtfanger. Skam de konservative! Hvilken slags parti skaber kaos under et valg? I stedet for at arbejde med deres borgere for at skabe en sund økonomi? @USER #ONpoli",OFF
1929,1930,22866,"@USER det eneste, jeg ved om pistolkontrol, er, hvordan man har et fantastisk mål.",OFF
1930,1931,72606,"@USER @USER @USER Jeg havde med vilje min jomfru &quot;være lidt af en badass. Hun bliver frelst af protagen, reddet af tredjepartmedlemmet, og stikker hendes hals ud for at redde bagkvarteret lige så ofte (hvis ikke mere !) Visst, hun har muligvis fremadrettede motiver (* ond latter *) men hun er stadig temmelig kickass! &quot;",OFF
1934,1935,34694,@USER Hvem du end er du fortjener denne URL,OFF
1936,1937,62766,"@USER Dems, der spiller et con-spil. Det skal være Antifa, tror du ikke.",OFF
1937,1938,47639,"@USER @USER @USER @USER Åh, jeg troede, du var drømmeholdet minus sonja. Virkelig du er det middel modbydelige hold minus sonja. Åh forresten dorinda lad Sonja være i fred. Du er så jaloux på sonja. Hun er venlig sød og så meget pænere end dig. Kom over det, du drukket",OFF
1938,1939,60518,"@USER Ja Comie (kommunistisk ordspil beregnet) VI gør og vil fremstå stærkere, når u &amp; alle ur-kriminelle dræbes på Gitmo. VI MENNESKERNE VIL INDEED VÆRE STÆRKERE. #MAGA # DrainTheSwamp",OFF
